"% GC"	"AH10_S41_L002_R1_001"	"AH11_S42_L002_R1_001"	"AH12_S43_L002_R1_001"	"AH13_S44_L002_R1_001"	"AH14_S45_L002_R1_001"	"AH15_S46_L002_R1_001"	"AH16_S47_L002_R1_001"	"AH17_S48_L002_R1_001"	"AH18_S49_L002_R1_001"	"AH19_S50_L002_R1_001"	"AH1_S32_L002_R1_001"	"AH20_S51_L002_R1_001"	"AH21_S52_L002_R1_001"	"AH22_S53_L002_R1_001"	"AH23_S54_L002_R1_001"	"AH24_S55_L002_R1_001"	"AH25_S56_L002_R1_001"	"AH26_S57_L002_R1_001"	"AH27_S58_L002_R1_001"	"AH28_S59_L002_R1_001"	"AH29_S60_L002_R1_001"	"AH2_S33_L002_R1_001"	"AH30_S61_L002_R1_001"	"AH31_S62_L002_R1_001"	"AH32_S63_L002_R1_001"	"AH33_S64_L002_R1_001"	"AH34_S65_L002_R1_001"	"AH35_S66_L002_R1_001"	"AH36_S67_L002_R1_001"	"AH37_S68_L002_R1_001"	"AH38_S69_L002_R1_001"	"AH39_S70_L002_R1_001"	"AH3_S34_L002_R1_001"	"AH4_S35_L002_R1_001"	"AH5_S36_L002_R1_001"	"AH6_S37_L002_R1_001"	"AH7_S38_L002_R1_001"	"AH8_S39_L002_R1_001"	"AH9_S40_L002_R1_001"
33	2.4906503299347422	2.3965395942109597	1.6885844202876144	2.4529433600405075	2.5126091391640077	2.523783933128699	2.5472602152865154	2.6343227930556825	2.627657125265638	1.8611542438338597	2.282324219715735	2.4163086882776756	2.452550901496437	2.2838858587930564	2.1995342789038737	2.6815438370949582	2.385517448469587	1.8186243616618212	2.300201343854472	1.6999556085731389	1.5249147563023657	2.4890128745862534	1.605548083832891	1.7842013413362598	2.085560463874361	2.9258879638539095	2.713136094674556	2.930381498890737	2.745347128350859	2.800033044131875	2.6447956296969677	2.580649214420115	2.401680789475424	2.506164169742741	2.431107614731221	2.4726873865492123	2.261937999586254	2.4600222970267023	2.5346842979482216
34	2.8284460863541905	2.733509012115938	1.882026892283123	2.810105908459812	2.833577559585675	2.858264208075278	2.851666959788231	2.977255816482034	2.9677134275597274	2.034467878723336	2.486265939228313	2.7915572015949413	2.820603947587814	2.663864287531799	2.4903656327253687	3.037009760334679	2.7370744580625788	1.9988026268395656	2.6275714953427673	1.8854554405680517	1.7085923255397244	2.7482315432898274	1.7773917342500674	1.9859053948014647	2.3128233640609572	3.2754523388236603	3.084690693921463	3.2870256270473166	3.112096135699729	3.1570288492903513	3.015812310097777	2.94831678465141	2.6414020768238426	2.7454372449147404	2.7890130751409377	2.8005246431554647	2.606284293446114	2.809057355312862	2.865803776665193
35	3.183812032389911	3.0978704685283063	2.1010097261821237	3.1891457809148163	3.173050266365389	3.1986036271995246	3.1591853024338112	3.360635086092921	3.309123214180269	2.2283619187346124	2.703654719886215	3.19222721284583	3.2189866853456865	3.0654681162201327	2.8157891488116245	3.4091548088114014	3.1221154136177085	2.2029470422827364	2.979090801156603	2.082370494260256	1.9256448035387654	3.027110801146868	1.986167895389152	2.2021296148697984	2.567600841481694	3.651235836341816	3.4763851533082297	3.642055740630407	3.5016923132643014	3.528775332882079	3.409830088246049	3.3502466104136817	2.8930769055235173	2.9560778742515144	3.167684117630564	3.13768094029119	2.967948285947022	3.1607983634415353	3.21753857810486
36	3.522354648454431	3.4299566637660415	2.336141398773467	3.51995922522823	3.482592323410504	3.529610337965817	3.433084856438077	3.689623031235044	3.6644791971449444	2.4535447715698724	2.8805303323133202	3.5774895449985724	3.5961512619641915	3.467252407216808	3.1468065647436685	3.754339079507765	3.487300462486319	2.427098287845144	3.333816540645975	2.2976034580088442	2.173469329303019	3.274473337539991	2.240943596337428	2.4341222767334276	2.8117979281620666	3.9742734729334983	3.8306831629908555	3.968277817780091	3.845178747302638	3.902146268608956	3.7637258283317556	3.7273189541254275	3.134056460382594	3.1595748179889314	3.531407473710729	3.469848256133358	3.306060208296105	3.4936193702713525	3.5538863217988754
37	3.7766413696443832	3.6620923540501464	2.5684098020931185	3.762408329737072	3.723469161663507	3.8187047039245683	3.6696790544349294	3.895809660351797	3.939581521223497	2.663236363537836	2.952495219897609	3.8941091424172583	3.8785628063881235	3.7886257013216453	3.4371492560498993	3.996668744575952	3.7579928877754165	2.609448923368585	3.611677562374945	2.5002905873116688	2.3926322351370355	3.3966546002014772	2.4808290469311576	2.6335019557028745	2.976774165383047	4.147071538317038	4.054222700376546	4.2069502228348865	4.031435109947464	4.182898943404088	4.000974830918906	4.014225493462275	3.284024886398704	3.3058184107434565	3.8098384921250865	3.7542437227966676	3.5761928254711766	3.759527649395491	3.8118696382743296
38	3.933722409232502	3.80831849541552	2.7753554519739265	3.9239133009314373	3.8794778232215816	4.012335943963025	3.86035463199715	4.009449170327633	4.12480983213477	2.827019633376634	2.928406599572532	4.10654515628417	4.059026193125661	4.004939854920335	3.679152936964593	4.127880401786672	3.9294790486602817	2.752042845683687	3.788008991916312	2.6652707896873835	2.5932434753359828	3.425237731504544	2.68128073739959	2.780726688424916	3.0787129628973084	4.167015297940287	4.13463152232383	4.284582200116358	4.059526744235406	4.311214335928866	4.089555033845738	4.1899813001597686	3.3503931659439448	3.3800942758766737	3.9801692555014445	3.9341647439281804	3.7734854410401044	3.9247421229800086	3.9691582386201576
39	4.012788262505722	3.9101627709326237	2.9184845563272637	4.000297201383127	3.9614693393474716	4.101710351061553	3.9854837182244953	4.016274531862527	4.235689391270425	2.911155439547151	2.8665350696344936	4.22537424302741	4.133915170732754	4.153009178914544	3.8395113992105276	4.11756066904871	4.004091342543821	2.863686330277844	3.8834396333364616	2.7791949005794687	2.7793329620990277	3.3731637386115816	2.8509553355997648	2.8657241854179363	3.1082157081680757	4.054468919727034	4.093501882732651	4.203679719620184	4.003239624885813	4.2923331410112615	4.05545484375607	4.229335073138288	3.337842480689326	3.3650913820492687	4.057777996608178	3.9856430296812615	3.932726082849279	4.000411304376062	4.027002619015378
40	4.004724710066554	3.9656231945772147	2.988187983477333	4.010459444443735	3.9778328550494892	4.10881718352237	4.043149749042845	3.945758060802565	4.262493688715855	2.875307601661841	2.7973971821151293	4.282525710245345	4.1414545606021775	4.246022460338896	3.9009542807350717	4.008905180442367	4.029185984758332	2.936612569194667	3.9081045077636616	2.8430646032124476	2.9114557942248447	3.2463551526020393	2.968260024416493	2.8769156181752886	3.0606387080188933	3.8803481062759375	3.9841850457235073	4.0457505173075985	3.877021990790773	4.140565230977502	3.9501669645907076	4.187862178717514	3.2345685752594324	3.2559049370484345	4.064810253803767	3.9592155485837943	4.048643126024239	4.0160841658639015	4.016605636498387
41	4.007383024057488	4.029078035386186	3.0409866688473324	4.0414375780288765	4.011817589213941	4.096799449979079	4.087625309468729	3.9130386389971537	4.2506838744948485	2.8128595607055393	2.7474248501689966	4.326837444881491	4.162626819824533	4.338193584324322	3.953331186647477	3.8919735962085324	4.060679455449927	3.0488166654909397	3.9210199329182682	2.9232686847641403	3.0616780574496643	3.1298196672312444	3.090235014853611	2.90262721753577	2.99660023265737	3.747540098748783	3.905250134480904	3.9009245648876867	3.773314011896885	3.9605040993335336	3.868529598150277	4.153196727513894	3.119959598949624	3.1121425921192105	4.075066088866093	3.9501083044299916	4.15422825407776	4.036876684453777	3.9993487892279163
42	4.0384599804753165	4.1032597337439745	3.1467329295894597	4.094204582857121	4.107857912770018	4.121633437566876	4.111582360395218	3.9125787089745874	4.18848994274894	2.799583020023073	2.7759098318117696	4.361979617071099	4.19847621701187	4.419010621409928	4.019995041361424	3.79467869899269	4.102088667980055	3.222232552011919	3.94768041991276	3.062651417808222	3.2602291180954217	3.063664441566205	3.2783660979092586	3.007023197974867	2.986951361206893	3.6607206577564715	3.8672404518558365	3.797383406294933	3.72458203633453	3.799520076432514	3.8373694867767894	4.130486496836274	3.0464469191320003	2.9882417704799598	4.093590621949607	3.9523909987011	4.273855394046327	4.047841193215643	3.9709922996827194
43	3.990103983116415	4.10990145764873	3.256029644228485	4.061978282087553	4.1064797916602	4.083683750746617	4.032980685543695	3.8347401519553603	4.089871359276443	2.8159342520259685	2.837082673520834	4.350898751966267	4.208127095063903	4.443794111755495	4.029703993967333	3.699757467240561	4.1034807795189625	3.3596524954929152	3.9610555086362376	3.187951079774846	3.4449820005629816	3.0135498654976587	3.4456566927718293	3.1277471918471274	2.978247912319287	3.5770901675316824	3.808940290478752	3.70678621984089	3.6616744301610686	3.6550581194689036	3.7952755886917253	4.081230988269162	2.9964041273733537	2.8845025300072304	4.033446607504445	3.8937234026405596	4.295270636298038	3.9899663379839594	3.881278130953627
44	3.84326378171242	4.015185875609845	3.295714556334136	3.9281492068880355	3.995788568926928	3.931316057608463	3.852868758201767	3.676248266178798	3.9389047790602705	2.8150860613168844	2.860171632225995	4.265253631621623	4.135521737828218	4.398227378899264	3.9641974978421692	3.5842856237999183	4.038075960199775	3.422055585584618	3.9234191525216415	3.242567609650593	3.540684878050938	2.936069874796586	3.518437188107145	3.1716950874058067	2.908286642666837	3.453244034508754	3.7005056481979564	3.5795339129415407	3.5734791605897738	3.4982454284325164	3.7017598319361267	3.973165171357692	2.917879704081073	2.778408989272354	3.8890921411158748	3.7618330929248365	4.190871330320954	3.8631979997618764	3.71838016203334
45	3.6515866843279983	3.8623044834071205	3.2590876158106528	3.7547915614856495	3.8434459771173026	3.738682968196525	3.6258686544818284	3.4858740312378957	3.7291943251852246	2.7691659587612034	2.8146816539949704	4.10407101603325	3.987430678064266	4.256790044736606	3.8464941293628563	3.426976339886554	3.917145428885753	3.404057614064626	3.801810110288986	3.2276117848725603	3.504194575818577	2.819434758061838	3.499951391735227	3.1236293185120503	2.8034420610990454	3.286280416027851	3.541742872512103	3.406282190697733	3.4329690637632067	3.3012214247441123	3.543715841510157	3.807404866684289	2.7835223258243196	2.636966322542598	3.706231374730108	3.5771819527366975	4.025889431131798	3.673911396378357	3.5270185181810834
46	3.4393899346611736	3.6566680540790535	3.1341001855627546	3.5571585385593734	3.6361792381639466	3.5293807633217176	3.386410884280116	3.28049687896086	3.526145137308995	2.6609863020734608	2.678824415133458	3.91673990395411	3.8079312315840075	4.089155598813039	3.695047328250557	3.252556355197331	3.7527419407426965	3.273902263890206	3.650984403166656	3.094685445681595	3.3616803990195963	2.6544894999612545	3.3845714924984502	3.0014418295869056	2.6437907774307057	3.0897344085942122	3.3426035502958578	3.188719397301474	3.241000908564456	3.082295887997372	3.349174729350404	3.6037254154954845	2.61563958270731	2.45672386423766	3.483981136328861	3.3519129742812135	3.806582791866622	3.4530625940317567	3.3236402015228186
47	3.2067241672641544	3.4150635109775793	2.9575280961160555	3.3127438164372607	3.4215134606306923	3.30421794499152	3.138790805903919	3.0565845467743773	3.3309381968536798	2.503446658287642	2.5123108865945163	3.7113276342118486	3.5999381701177837	3.9169043255010685	3.532837092262569	3.0839245600880716	3.575882717777838	3.093723998712462	3.5102264493332465	2.902441607818604	3.166737165006011	2.469208373462633	3.1940661766106797	2.837071247960971	2.4446263919435536	2.8882460401639634	3.132060247444863	2.973057318435837	3.025406702347196	2.8538440414932422	3.1424128080691816	3.3643865888867834	2.412002848376419	2.2605783384756712	3.21603778563163	3.0931919349352124	3.5281846425944	3.1891025987942285	3.099825204453148
48	2.9554881778447504	3.14486303236765	2.7967383468949216	3.045557414265411	3.1811049159586964	3.041404885029018	2.885195557178998	2.8225813498927765	3.1187994328635282	2.38004669054245	2.372347510756574	3.4757801016977172	3.3765909174106317	3.7061694649352708	3.3548996390069967	2.912576377763654	3.395592061984621	2.9433165507991284	3.3515864615401174	2.739811889841028	2.969512658999382	2.3339864722748054	3.0139664490612255	2.6936630807690007	2.287853085782777	2.6931048116857923	2.9303496503496502	2.7862669871051913	2.8095139251555263	2.63881229202523	2.9405392104365475	3.1125111898519964	2.2423180102653304	2.097739237010523	2.921047291874442	2.810902665563286	3.227478949309981	2.891902715691262	2.860944705798146
49	2.693226514681995	2.8760828816803263	2.665463177326389	2.786842824006756	2.90537365546223	2.759357462493492	2.634159485188342	2.575782899783364	2.8793919405316144	2.3070669482816895	2.2673615425660216	3.2160422784838327	3.1163844253418516	3.4419726455233017	3.1639354718576684	2.7559017637603733	3.2063259502168697	2.799881710930854	3.1765106983332263	2.5980092488089888	2.7879254182842845	2.263724220384577	2.8712975280132604	2.5881336090634535	2.1594980696000623	2.496128142090623	2.724862829478214	2.6120383613037457	2.6147937244535213	2.431396692517496	2.7367291754165497	2.864949046850118	2.1210018283266727	1.9840057611112298	2.635308025008782	2.5267660611369065	2.9224996002253296	2.5892584615051577	2.608642214821667
50	2.4079134716264226	2.5918414470354985	2.5380133355048367	2.505199304289302	2.6044214406744284	2.4514080311997932	2.3521539925411834	2.283957300464649	2.566524749854202	2.2312245623777707	2.1488962660811155	2.874693004339126	2.791777543703502	3.0806119115951245	2.9162993124775602	2.540431329286932	2.941812546319764	2.6373276761383573	2.9290211060693867	2.4541040647710193	2.6015645907995997	2.1639378743094992	2.7215059084689277	2.4740957788641755	2.021966893248307	2.2632834667565724	2.4836578805809575	2.4054551144139893	2.3797145168193468	2.202789747568301	2.4915573101042714	2.570419296307281	1.9953136999526764	1.8570235758935811	2.3499551459011214	2.24522984554514	2.5927001732239496	2.2804229940793816	2.332211102333819
51	2.089017061818712	2.24457803342478	2.3816101148079354	2.1817962383779173	2.266674730236138	2.1153906042883746	2.049765277270452	1.964140359972511	2.209072193128944	2.12449389815138	2.0061703844763086	2.4601748431529926	2.414326080103665	2.673894984170448	2.572370918510639	2.248508557444799	2.5774212452584253	2.454147802472204	2.59518203069723	2.296324080425047	2.4000488815285204	2.0200591146092792	2.5555636433628712	2.335436796598723	1.9127566839637284	1.9747808339752249	2.1883378160301237	2.1321451071307482	2.077093362235004	1.9286083489982762	2.204976384319533	2.220370439306065	1.8647631140798642	1.7262445044688428	2.0496876993346844	1.9499621649307797	2.2375758133624064	1.9760794033921787	2.024219848185
52	1.7741081229974036	1.9193635199459356	2.214486813957819	1.8764965106847533	1.9442345299884507	1.8110444967564099	1.772111512462176	1.6649190858909197	1.8704888002489348	2.0079501386379492	1.891821994017509	2.068897184229056	2.032663115617863	2.276516981202444	2.212355240159623	1.950619888447878	2.2050680431149154	2.279680769009759	2.2481808814261948	2.1835801705598756	2.239857359197531	1.9148483942745174	2.3893771156197654	2.2142536670235966	1.8561981694672725	1.6803002002373972	1.8806132329209253	1.8495651345668722	1.7696820907133912	1.6433986346765512	1.9178050812825496	1.866777211043023	1.7607427787707666	1.6445018144846015	1.7698104867403868	1.684993132502519	1.9235912609844106	1.6996503912803471	1.7308058066373242
53	1.5589239347502906	1.6973595021764158	2.170884949488494	1.6713056880354527	1.7058195779898806	1.5927489547366638	1.5968022692118637	1.466836423771796	1.6011586887390767	2.0094933745114214	1.92213431410529	1.7740171888255631	1.7391777337144876	1.933533325673711	1.948618936855544	1.7242458249191972	1.9168276855327495	2.240975202742886	1.9842555137485933	2.2216838037145195	2.2262903231155464	1.9372322407093752	2.339381439068441	2.2275542544159888	1.9263401816685066	1.4316748328415583	1.639160839160839	1.6240384534724726	1.5103537274184606	1.4296974666056723	1.6841101497539133	1.5747228943973335	1.771747287847034	1.6869830853912784	1.5749606602064106	1.52420438397318	1.705634815172605	1.5251058026388422	1.531714905449984
54	1.4650474749561504	1.5739262422357099	2.3122960922788165	1.5569657114715114	1.5729044798837133	1.4816947160301395	1.5432624881060288	1.3835982882876336	1.4472728286031047	2.2145552588589688	2.1279571173112584	1.59260759725218	1.5583356561615922	1.722873657736389	1.8263118531008464	1.6003836452672473	1.723336393129368	2.382611413400208	1.8459416247447888	2.4353696131757245	2.400631761597228	2.101900745021199	2.4603500674409142	2.416244680303093	2.1609579132633194	1.2676438186034569	1.4820871436256051	1.472501598352261	1.3418558470776587	1.3019045109484808	1.5419827300484663	1.3762381037351203	1.9351941048247734	1.890156889877028	1.4898118379935745	1.4690196616458766	1.5962808862622864	1.4690276981025878	1.4341047465619394
55	1.3430814973244702	1.4365602417208747	2.397117581183419	1.4301735473275021	1.4401365597601479	1.364821259171008	1.4431952956243714	1.2763426070250263	1.3020917304098072	2.337943446177646	2.2076075754142575	1.4207076158375462	1.3946379446131405	1.5538255903974802	1.701741490328083	1.4723199508105431	1.5527538835943198	2.450597261692141	1.709656982227949	2.587050239273361	2.539909949049247	2.178694386326149	2.5685486451484314	2.5338264642088655	2.3257812144814825	1.1299857348285924	1.3340828402366864	1.331434600925871	1.1966465027408166	1.1768543488461165	1.4028071966042446	1.2038766420026559	2.061692642781906	2.0248020916342133	1.4014173586135434	1.3885958712179198	1.4914471702175973	1.384818539003561	1.326240519005934
56	1.13244176013805	1.2298551847177044	2.2668159231672615	1.2217492837043715	1.2283875822457326	1.1576650781432163	1.22904744510735	1.062815494748105	1.0988169618125012	2.194234023120501	2.0181233277165966	1.196346480476864	1.184453066609534	1.3173748508930176	1.4575774067143257	1.2842291762581157	1.3389670703342376	2.265572041173192	1.4925724533489126	2.5349825469095197	2.5084444749954	2.0266015741755505	2.5563745953178763	2.4533342363002157	2.302006617679875	0.9604073817955413	1.1473803119956965	1.1599349339756544	1.0214113034557253	0.9991605092583976	1.2130363326426312	1.0033758729772353	2.012183015222691	1.9428747506490194	1.230413176573244	1.2161583220267407	1.2980759860697606	1.1993419129983007	1.126542233960213
57	0.9643856813587883	1.0709678344422486	2.1634060901508345	1.0520771713268675	1.05594850590264	0.9981306635066548	1.0517765421576453	0.8849053634187665	0.9238592084372497	2.0654386200314137	1.857468031251357	1.0123689423871232	1.0085110186978017	1.1088205765530135	1.2480183449052047	1.1164097586337638	1.1454635664261283	2.0965592923959093	1.2996146561823012	2.438602768930127	2.4397048255133438	1.8436673198056082	2.4744293658404564	2.3539887485926414	2.240067536538844	0.8163303810416774	0.9956750941366326	1.0153850629959444	0.8794083517571096	0.8625840837649152	1.073305844581299	0.8527682242803122	1.9036627740703909	1.8263830504229952	1.0873724285618713	1.0877038201829943	1.13892927076169	1.0466613990843066	0.9633941658041221
58	0.8970417269217839	1.0099884222983908	2.202701597635535	0.9804107531470275	0.9793089164168208	0.953603164057634	0.9776055124892334	0.8193009449998201	0.8235686737379588	2.0938647892122395	1.8634122557224717	0.9123362860809676	0.9227088603208108	1.0111603906888667	1.1616793941819326	1.024598409441045	1.0266578369346486	2.0894815696567046	1.1946656154945638	2.393308835401429	2.4060284270609507	1.7485304373816877	2.3852441918008846	2.3257232068849696	2.2019030521994214	0.7224972991330155	0.9128886498117267	0.9196272773135067	0.8021563574652675	0.8062180435980096	1.0121427612487235	0.7837655043973176	1.819977321327613	1.7596201728910403	1.032715120280301	1.0512160112412103	1.0665471608484287	0.9953565900702465	0.9023699522679655
59	0.8032665362320602	0.9084552662310003	2.069857356506115	0.867181350534584	0.8596532165614299	0.8566328306912951	0.8775270461012576	0.7283267865360821	0.7194299973262049	1.9504498768179703	1.7420232377255527	0.7986430923704433	0.804144208675623	0.88958894896947	1.0333540457655592	0.9035033905970608	0.8818049678599301	1.9282473082462712	1.04370537269354	2.1903142587722657	2.205668428270929	1.5577031649563282	2.1569758722252375	2.132283596071348	2.0093705279253493	0.6219889537206339	0.7886820871436255	0.7954543403241048	0.7055102311835055	0.70835908783829	0.8904660095610415	0.681963285377115	1.6340416384178502	1.5810049515319973	0.9317023206890331	0.9445059372995656	0.9473544309474672	0.8984619381095151	0.8004247399593196
60	0.6640341762973585	0.7566289747707827	1.7389550533152192	0.7125756971627981	0.6927667641074111	0.6869971317143596	0.7255660628362443	0.5953334212106296	0.5792116749965665	1.6167103936464862	1.4659231477345087	0.6428777886110986	0.6317595593324163	0.7127659638461812	0.8496812377255691	0.7277886792912667	0.7023202713787119	1.6053583266488176	0.8380900104231518	1.8291330739139078	1.846152021754692	1.3003221414101158	1.7885594220159777	1.7820204467476477	1.6695467296651771	0.5047052917305482	0.6291447014523938	0.6360597826750614	0.5720360242756376	0.5701582102096572	0.7097633401939106	0.5382380930457467	1.3653695350402977	1.312326204458283	0.7731067055056281	0.7723037174146864	0.7745061872908521	0.7397417441470304	0.6514251428572789
61	0.5565876565114009	0.6297869278158238	1.4760038564801168	0.5925059452561735	0.5702745431327824	0.5612800603042682	0.5998169117613901	0.5013789162006579	0.4691813609284902	1.3668004255561275	1.2538873938155126	0.5194639206445898	0.5114276838822189	0.5817503279902454	0.7170608029908204	0.5879455113034077	0.5622176776428963	1.3756710405280215	0.6848762950040064	1.5539082109064857	1.5768011320736894	1.1336056590614727	1.5144674317298144	1.5204422280306078	1.405259413523797	0.4127794279658062	0.512522861753631	0.5138937453855907	0.4714954939798356	0.4712951960950456	0.5751337115919747	0.434682441681731	1.1756377230305821	1.130987380835188	0.6484028165238835	0.6461554427726781	0.6420345982963142	0.6217839786121724	0.5395355085535726
62	0.465356852070143	0.5210303897420401	1.2542379248490312	0.49321277152181753	0.4728159590170865	0.4690209978951	0.49959188459127574	0.4291147110549424	0.3962259018418666	1.1590408235366325	1.069702427608375	0.43303317282690457	0.4274845531442641	0.4928576026063569	0.5998460970267715	0.4851543726662394	0.4610331494728477	1.1866047439896585	0.5700164593191576	1.3269624957899553	1.348332244453067	0.9890848305713306	1.300415197630457	1.2975318442892916	1.2190111686382203	0.34302241165888603	0.41959117805271656	0.4216400702903347	0.39404877948729133	0.3937622997148474	0.47007017578246535	0.3604663079850465	1.032653748027026	1.0046976368711118	0.5411857335041683	0.5438342603935247	0.5386567430187367	0.523276580545303	0.44749898977772967
63	0.389797441537346	0.43606772610504557	1.0318077147469134	0.41253399658513257	0.38776046488975563	0.39062624768828313	0.4236057560056099	0.3687350976923563	0.33112595963033953	0.9342702856293994	0.9031566519204037	0.35925454506013277	0.35219393376330427	0.40877720544490875	0.4919416979324946	0.40212685502907997	0.38164615724095213	0.9649996099076905	0.4725117261858115	1.1136634749005954	1.113723016798302	0.8699478595861978	1.0693525134869615	1.0784667220594761	1.0838713552396084	0.27467017430743373	0.33410435718128023	0.33686183111439955	0.31126673149551215	0.31804160621908845	0.38020295044574076	0.28938197323399595	0.9096207773661987	0.904928392918865	0.45017485701997006	0.4634222364308828	0.4509176501749733	0.4480187035253115	0.37196902056494563
64	0.36887271283727674	0.40613262426956254	0.9525066089981329	0.38339371546839834	0.3525046481482869	0.3713020515588717	0.4055449580836163	0.34813943128180935	0.29080008837456484	0.8399208496703306	0.8755208452020756	0.3166195974186861	0.31764126573159107	0.35065330363324765	0.45844259655714115	0.3594008766822402	0.33260475425628944	0.8551664339349476	0.42460581326425373	1.0329932635315502	1.0156886190355163	0.8481618013350604	0.9348321940109733	0.9933974851128836	1.0691338858772084	0.2310194880780409	0.2809897794513179	0.28148626531999804	0.25500557483934605	0.2775854012853906	0.3343660605814437	0.24581808730161483	0.8812137888204851	0.8986156368237951	0.4290560061327465	0.45649178836035365	0.4224461795278268	0.44575652945697	0.35228263786095126
65	0.38526564911470546	0.4290201942224036	1.0393438394700065	0.3996100607778794	0.3706209198249278	0.40193529428674557	0.42444002507316764	0.35603183046905784	0.2808081893763423	0.9330333408453186	0.9503987252487007	0.3082591140115487	0.3215544041569694	0.3278248216280467	0.47342396051195373	0.3414777984214744	0.31172308117268055	0.9004825465225957	0.40896604061609715	1.1009093696853762	1.0864281501326203	0.8634164701714766	0.9596785894516646	1.0566864721547826	1.145435048010087	0.21208060683169638	0.26396987627756857	0.25367636947809247	0.23559846150271294	0.2748589338826757	0.3214249912122346	0.23730409495839444	0.9234403934154648	0.946924954948041	0.46820260584319856	0.5109352233728126	0.46137871423543003	0.4889867841409692	0.3782095919726244
66	0.45005255866519217	0.5180003568404818	1.3249721289369094	0.47609224211023204	0.45629188551586686	0.4971788270692062	0.49945659771545564	0.4137898427030124	0.30566187705718006	1.2388178718965792	1.140097953939892	0.3538020558815649	0.37314815887984637	0.34363031213362394	0.5322306363620464	0.3693778876687571	0.3279399594504774	1.1097425437475679	0.44390047185025905	1.3804583305729192	1.3676677832839845	0.9092358274384778	1.1941804915248193	1.3308478787284868	1.3633132389328906	0.21881739350134902	0.27629908552985477	0.25242338448025176	0.2559142691092888	0.3019929986929282	0.348440654274963	0.2671687046645145	1.0600797144457854	1.0652977872462708	0.590731683729918	0.6505678672657994	0.5791155833692798	0.5861520310859518	0.4553711609618436
67	0.6408308927479168	0.7333626507052469	1.9325464153128555	0.6766343791041481	0.6625952776740098	0.7266436745997017	0.7011242339380657	0.5841663202627047	0.42328231891673485	1.842776778470375	1.5843346789710322	0.5033057914229414	0.5267703996438929	0.4688410770712411	0.7333666995527967	0.5075709138903983	0.42952746727652547	1.5738823154571393	0.6091214965928279	1.9854749981850688	1.9960325966633732	1.1306499285975224	1.7384855814207976	1.9412544476977716	1.8909007388338297	0.27757201696726885	0.35190962883270577	0.30992265366082394	0.3448105314031109	0.3956316441316789	0.4666341801743998	0.36902718354601594	1.411019053795628	1.4064751335690326	0.864371493945083	0.9576255461257794	0.8323531711582711	0.828605136975181	0.6488646030621436
68	0.8223431037765275	0.9195338240273222	2.4302284270412646	0.850797927727975	0.8313415246354535	0.9232394219989204	0.8788235453278677	0.7529238441429613	0.5573303450522518	2.2909984465151556	1.9520811665040696	0.6603023024161563	0.6776040989493854	0.6181134831210595	0.9475037575575517	0.6516663702758186	0.5437905170094659	1.9493052853069748	0.7893993060425467	2.4657870631718963	2.535076064341518	1.3450012730674281	2.2154816590513717	2.4582699451060224	2.340532587116866	0.3386542668776501	0.4377084454007531	0.3730072627470252	0.4234515297932941	0.4816051611538149	0.5845561325378039	0.46673180933495495	1.725010114124863	1.7125110862729869	1.1005648105849932	1.2190764054248582	1.0339429241527067	1.0435224972669905	0.8204922262607294
