"% GC"	"AH10_S41_L002_R1_001"	"AH11_S42_L002_R1_001"	"AH12_S43_L002_R1_001"	"AH13_S44_L002_R1_001"	"AH14_S45_L002_R1_001"	"AH15_S46_L002_R1_001"	"AH16_S47_L002_R1_001"	"AH17_S48_L002_R1_001"	"AH18_S49_L002_R1_001"	"AH19_S50_L002_R1_001"	"AH1_S32_L002_R1_001"	"AH20_S51_L002_R1_001"	"AH21_S52_L002_R1_001"	"AH22_S53_L002_R1_001"	"AH23_S54_L002_R1_001"	"AH24_S55_L002_R1_001"	"AH25_S56_L002_R1_001"	"AH26_S57_L002_R1_001"	"AH27_S58_L002_R1_001"	"AH28_S59_L002_R1_001"	"AH29_S60_L002_R1_001"	"AH2_S33_L002_R1_001"	"AH30_S61_L002_R1_001"	"AH31_S62_L002_R1_001"	"AH32_S63_L002_R1_001"	"AH33_S64_L002_R1_001"	"AH34_S65_L002_R1_001"	"AH35_S66_L002_R1_001"	"AH36_S67_L002_R1_001"	"AH37_S68_L002_R1_001"	"AH38_S69_L002_R1_001"	"AH39_S70_L002_R1_001"	"AH3_S34_L002_R1_001"	"AH4_S35_L002_R1_001"	"AH5_S36_L002_R1_001"	"AH6_S37_L002_R1_001"	"AH7_S38_L002_R1_001"	"AH8_S39_L002_R1_001"	"AH9_S40_L002_R1_001"
69	0.7745567451299687	0.8388050902929514	2.2115204669923463	0.7748562912392718	0.7542737810184288	0.8446450416667998	0.8109320814787758	0.7230559884774651	0.5413539222184404	2.0325241083483525	1.77453911299702	0.6304836357901389	0.6364989322640329	0.6010297179313967	0.8946381891298825	0.6179653980503702	0.5204909659898603	1.7683912172702039	0.7629854677923267	2.2044766710952306	2.336806394073758	1.2360931221148417	2.0503894279222483	2.2524480183057407	2.1048443035023316	0.32165336535819194	0.4141151156535772	0.34737416287594464	0.38990772988569533	0.43718170125688516	0.5459926904211645	0.4315787726667465	1.5728983680270388	1.5557539271517178	1.0150847988653007	1.117825971389369	0.9277120514040955	0.9538906146835662	0.7615879014851964
70	0.5441695325823216	0.5797643310749218	1.4787182357496806	0.5293113389895291	0.5149222418578464	0.573128108241051	0.574033488011328	0.5264451024305554	0.394328369893997	1.3287025262064422	1.2404618307695416	0.43590598970593497	0.4467289318520632	0.42053733253849707	0.6198169624532298	0.4344823270451508	0.3800708731311361	1.214740443789567	0.542033038150843	1.4497331555560493	1.5897651887742523	0.914239535939247	1.3829271164258317	1.5120056094904497	1.3687494186693985	0.2467078953909305	0.2992684238838085	0.258274187309152	0.2822534215909134	0.3097724101743274	0.3831902593421001	0.29969628113877833	1.0777381127309587	1.059839042030607	0.6774481362752087	0.7519947982810136	0.6190226055258369	0.6478152160971544	0.5295315391214157
71	0.3156811157424848	0.34363819567492565	0.8192500570935892	0.30943735276909823	0.29703192852394933	0.32731355344817126	0.351700781507186	0.32197861159820257	0.23529396153583315	0.735558051173466	0.7511865875937909	0.24965364967932915	0.2630179844858406	0.2342851918043644	0.3648637248840326	0.2549088226860475	0.23284897213932984	0.7181435904096156	0.31593461879932067	0.8048772650437944	0.8930828114798028	0.5931387200690778	0.7545272858463968	0.8524284763423873	0.7281144061404639	0.1629748665562531	0.18586336740182896	0.17035286712168426	0.17327501593135775	0.19551383461803826	0.22551230281252183	0.17570892347974368	0.6294003374289586	0.6044435109310508	0.36985036195701204	0.41941565615282	0.3484203558452457	0.373962268235396	0.3071218615672147
72	0.16260020577882017	0.17626945866162635	0.4115205128046547	0.16031577253833668	0.15091095143340652	0.1667510436662951	0.1865042322244319	0.16740532961390991	0.116452729891635	0.3946325078277989	0.3997571574697081	0.12500857447895017	0.13043029719310925	0.1167440749712614	0.19312456984839116	0.12971383622292196	0.1169373692682097	0.3761704521193225	0.16019835940466617	0.41058102784203315	0.4443254565131773	0.3237908626969103	0.36758595724329096	0.4390485158653624	0.35832905460107267	0.08574278558848548	0.09826788596019366	0.09368717488092129	0.09062278140671325	0.10826687773116117	0.1171426543904408	0.0902220642361969	0.3207729089460048	0.307455457273778	0.18394265210816474	0.20674856204969003	0.17545470406225072	0.19332388054855015	0.15584755236810036
73	0.08131909084648818	0.08523320228891931	0.2097402006899792	0.07988269980331048	0.07170243716035335	0.07981212409647405	0.09307737056428156	0.078473260450369	0.0528787749109122	0.23586769968441415	0.20234011111077668	0.05786673999189748	0.058938061444994645	0.055236504878196965	0.09536634771578566	0.06001438669752178	0.05112957029302361	0.18908965535928438	0.07514938785705629	0.21094853649122072	0.21721327250075348	0.15721829231842183	0.18061756433999993	0.2240008310356222	0.18117355024663712	0.040379704573960284	0.04949973103819257	0.045510963565638524	0.04478564616146121	0.05686398780632351	0.058411925337114264	0.04613308626502689	0.15146128577451803	0.14935957839560207	0.08967507880654316	0.09857944640898657	0.08389984711113783	0.09465412549112989	0.07351726583893346
74	0.0545713886424674	0.05451353836285429	0.14754999210882988	0.05397585966040614	0.047739185629434744	0.05159440588477669	0.06162317193609048	0.04970003823858207	0.03365133580277876	0.17134630366146258	0.13298724259788192	0.03848402039582727	0.03836252714381174	0.038859550396205	0.06572510830304483	0.04006036472448789	0.029930398086506056	0.12421053024990669	0.04829830865108138	0.14646393920556403	0.1464335427782215	0.0984579278890328	0.12087092331765331	0.1555752633179126	0.1253241026723342	0.02473231270502595	0.032071005917159764	0.028372677239240817	0.02744256695226928	0.037427703716909747	0.037512570607643424	0.03193684793062634	0.09760103834794168	0.10107334164647526	0.061325257019616795	0.06863379218233691	0.05556926621564726	0.06295121713623916	0.047566492752421884
75	0.04862182875799519	0.048642849616085365	0.1326266326647714	0.047921757411533206	0.04150419109375184	0.04818073074208107	0.055535262524182526	0.04399690595875219	0.03041358898263758	0.1328596502367807	0.11148914324484573	0.0380618922013575	0.03610185773090988	0.04108525219908361	0.06440057569588115	0.03700125575788409	0.02773232723559986	0.10002247118572646	0.044609788793559146	0.13289658622390021	0.1320122859058896	0.08425492344990203	0.10669391986329109	0.13987856147619016	0.1170794617931802	0.01990274417929327	0.025067240451855835	0.022713007715095847	0.022730338095280748	0.03039929523266563	0.03238809605815736	0.026967226849231165	0.08732163258290117	0.0951414282408703	0.057947124049679305	0.06512738551846989	0.05171827967038373	0.057809912435463094	0.041647477505062425
76	0.040684862699348234	0.04056727085612903	0.10665105383198198	0.03973496005226184	0.033636858932847236	0.04075449008077833	0.046279385436818775	0.03698757241483223	0.0257162022025967	0.09599869567117626	0.08432629471228449	0.03414548061933242	0.031924783282705434	0.036197731348167735	0.05473020170959867	0.03175888230059211	0.024288682902513483	0.07529715924035245	0.0409100576294791	0.10915371850598848	0.11447563556287975	0.0683249753689128	0.0922140307389873	0.11511392950286937	0.0986993349091303	0.015852469088710665	0.02111888111888112	0.01779663437611063	0.017914258464584484	0.024497391244154013	0.02748796486452436	0.02105056476930597	0.0732674242858852	0.07846513471733105	0.04972258462940667	0.05530238698045319	0.04246651931164085	0.04894522075138816	0.03441841864158719
77	0.02374760498568055	0.023455701121883207	0.0580212885215658	0.022250791382221323	0.02055139829787325	0.02321698357283625	0.02506189374568773	0.02047608460467957	0.015458914120756014	0.05133909875260598	0.043297172097014905	0.02008626658685317	0.01911814843601267	0.02115920565304196	0.03059284536351862	0.018925856718698175	0.014177556988344974	0.04184732768081012	0.025001213623934884	0.06194567742943886	0.07025714759196666	0.03829165421274617	0.055926373378889935	0.06518292181622032	0.05452863664088027	0.009413044387733757	0.01349112426035503	0.01068222803243872	0.010592778918189086	0.014391503086785579	0.016518755517813396	0.012639715505133386	0.04154415441970728	0.043612258287511994	0.02891284394858261	0.03211068384460782	0.02233102563747329	0.027535745597419607	0.01895990397142104
78	0.007797721040074211	0.008508440603036066	0.018909030270253677	0.007891954717280797	0.007800433077903715	0.007955260493357905	0.007722625828068419	0.006291842708715554	0.005586440210161615	0.01706983802031346	0.01158747555128651	0.006742325328336586	0.006506596736626161	0.007804994835770277	0.009387464109024208	0.00643555288824948	0.004970082423993457	0.01416712488887041	0.00780306936424156	0.02173950126886487	0.02563667336677256	0.012509271251923438	0.020762324149221023	0.022956785143286928	0.017240058499411404	0.0036196129290523055	0.005121032813340505	0.004502251178681926	0.004686266163561594	0.005681500934998731	0.005821119707135098	0.004969621081395173	0.01384094261724334	0.014818242826452872	0.009251226891528151	0.01100164506951569	0.0068683753932291675	0.009275996060137029	0.0056093685744593655
79	0.0017595506892375246	0.002624224923670901	0.005130978534871986	0.002535646721118861	0.0025287853374336227	0.0026251361477454575	0.0022773290763063074	0.001646549480789597	0.0017117595893369319	0.004323416531024873	0.001408125507623871	0.0021575441050677075	0.0018016502427695015	0.0024212026369152496	0.002443312576321369	0.001992863517663054	0.0011845159585438954	0.0035505407800631526	0.0017265412099040235	0.006347299640544486	0.007497043642341172	0.0030332215248026744	0.006692796255160659	0.006241375960831134	0.0037538837055169994	0.0016611254801883102	0.0018396987627756858	0.0019644256322079155	0.0019472020070200526	0.0022938243717451775	0.0019718600224980965	0.001884705353510245	0.0031350054926575824	0.0032775552669101365	0.0018767405388541594	0.002647454695872759	0.001960715710545762	0.002294645466451634	0.0013457720783734786
80	0.0007342010070199743	0.0012715316640467254	0.001889757719316691	0.0011990267440949653	0.0014450201928192128	0.001696856065082615	0.0012175818823815902	0.0009382572460365301	0.001035017426110703	0.0014018707552914437	0.0005159543844728688	0.0014422713311050437	0.0009754157365312587	0.0014436984667320742	0.001273094447662187	0.0010789388471424176	0.0007571132930899125	0.0012029792774556078	0.0007511575393738284	0.002241390185567272	0.00280385412361017	0.0009298927302314768	0.0024817083924245364	0.0019800227186084975	0.0013486174793894406	0.0013022403455797246	0.001441635287789134	0.0011043257608087742	0.001557761605616042	0.001510169070366042	0.0010862941441306877	0.0012095870179244855	0.0010876549668403857	0.0012348535688710728	0.0008942116685128641	0.001164880066184014	0.0008218568846599004	0.000952494344564829	0.0007622071948309966
81	0.0005190041601348094	0.0008657236861594725	0.0007559030877266764	0.0007469346930427653	0.0009499669786126308	0.001417373889657243	0.0008117212549210601	0.0007634838374610979	0.0007430894341307612	0.0005418996196924908	0.00033322053997206105	0.0012663845834093065	0.0006770532759452266	0.0010376582729636782	0.0008230105520240401	0.0006981369010921526	0.0006838442647263725	0.0005606117021152347	0.0006166218606800083	0.000991765568835076	0.001105462199272827	0.0005202971228676121	0.0010649850975365137	0.0008608794428732597	0.0008202931060203814	0.0009638629329487726	0.0011511565357719205	0.0008600998713991414	0.0014019854450544379	0.0013060921689652257	0.0009446036035919024	0.000965794285629628	0.0007890830151587113	0.0005770343779771367	0.00054094286119914	0.0007883531761043328	0.0005870406318999288	0.0006927231596835121	0.0005597459087040131
82	0.0004177350557182613	0.0007169274276008132	0.00043521692929717734	0.0007371066049764131	0.000789409179410496	0.0013075773207401327	0.0007328039106926237	0.0006806964333990512	0.000650203254864416	0.00030629108939140784	0.0003117224406190249	0.0010201431366352748	0.0005737739626654464	0.0007970418618416659	0.0006429769937687814	0.0006346699100837752	0.0005739407221810627	0.0004554970079686281	0.000571776634448735	0.0005851416856126948	0.0005828800687074906	0.0004206657589142396	0.0006350828563291136	0.0006887035542986078	0.0005422276463524554	0.0008920859060270554	0.000774610005379236	0.0007432961851597518	0.0011553398574985646	0.0011101783436204419	0.0008501432432327121	0.0008907811372312103	0.0006504603233065052	0.00045008681482216665	0.0003974274082279396	0.0005530238698045319	0.0004813733181579416	0.00043295197480219507	0.0004882889841886072
83	0.0004177350557182613	0.0005140234386571868	0.00034359231260303475	0.0005307167555830175	0.0006288513802083613	0.0010979656891711037	0.0006989821917375796	0.0005335188261776347	0.0005705865297789773	0.0002709498098462454	0.00029022434126598867	0.0008208048225801062	0.0005967249211720642	0.0008120803875367917	0.0005272411348904007	0.0005585095208737222	0.000488460189090266	0.0005372528811937666	0.0005045087951018251	0.0005851416856126948	0.0004823835051372336	0.00039852545581349003	0.0004494432521713727	0.0005021796750094015	0.0004310014624852851	0.0009125936280046889	0.0006777837547068316	0.000658348049712923	0.0009346569633696252	0.0009632429746118539	0.0006139923423347366	0.000834521275932397	0.000501174347465668	0.000565493690417594	0.00022079300457107756	0.00042359275133964147	0.0004578916928819445	0.00043295197480219507	0.00047637949676937284
84	0.0003924177796141242	0.0005410773038496703	0.0003550453896898026	0.00044226396298584783	0.0004816733976064043	0.0009282800826628424	0.0004847779716889664	0.0003863412189562183	0.0006103948923216967	0.00022382810378602882	0.00023647909288339818	0.0007739016898612429	0.0005049210871455927	0.000661695130585534	0.0003214884968843907	0.0005204293262686956	0.0004396141701812395	0.00040877936612569195	0.00042602964919709666	0.00047604747304083654	0.00039193659792400226	0.0004649463651157384	0.0003908202192794545	0.0003156557957201952	0.00037538837055169994	0.0007485318521836212	0.0004948897256589564	0.0005096888126809727	0.0007658994560945541	0.000914264518275658	0.0004723018017959512	0.0007876380581833861	0.0004371946435338806	0.0004847088775007949	0.00017663440365686206	0.0003647604247646913	0.00037570600441595443	0.0005195423697626341	0.0004406510345116699
85	0.00034178322740585014	0.0005681311690421539	0.00041231077512364175	0.0004127796987867913	0.00041477431460551484	0.0007885389949501563	0.0005524214095990547	0.00045073142211558793	0.000530778167236258	0.00022382810378602882	0.00023647909288339818	0.0005628375926263585	0.0004131172531191213	0.00048123282224402477	0.00027005033738288815	0.0005712029190753976	0.0004029796559994695	0.0002919852615183514	0.00034755050329236836	0.0003074473263388736	0.0003718372852099509	0.0004649463651157384	0.00035173819735150904	0.00035869976786385825	0.00036148509756830363	0.0006870086862507208	0.00048413125336202255	0.0004459777110958511	0.0005322352152521477	0.0007591660732110374	0.00043687916666125483	0.0007220015533347705	0.0004158680755566181	0.0004039240645839957	0.00017663440365686206	0.0003765268900796813	0.00019959381484597582	0.0004221281754321402	0.00039301308483473266
86	0.00029114867519757604	0.0005140234386571868	0.00040085769803687387	0.00032432690618962177	0.00034787523160462533	0.0007386314636241971	0.0005524214095990547	0.0003863412189562183	0.0005042392588744451	0.00030629108939140784	0.00020423194385384388	0.00044557976082920046	0.00033278889834595886	0.0004361172451586475	0.0002957694171336394	0.0004823491316636691	0.000244230094545133	0.0002569470301361492	0.000302705277061095	0.00029752967065052284	0.0003517379724958995	0.0002878239403097428	0.0002735741534956182	0.0004017437400075212	0.0002780654596679259	0.0006562471032842707	0.0005164066702528241	0.00035041105871816874	0.00048030982839827966	0.0005469260957541883	0.00041326407657145734	0.0006376117613865505	0.0003625516556134619	0.00033467993922673935	0.0001545551031997543	0.00027062870224477093	0.00016437137693198008	0.0002814187836214268	0.00028582769806162375
87	0.00022785548493723341	0.00044638877567597797	0.0002519676959088921	0.0003046707300569174	0.00030773578180409163	0.0006188533884418948	0.00032694328323209365	0.00023916361173480176	0.0005440476214171644	0.0002591693833311913	0.0002579771922364344	0.00042212819446976887	0.000309837939839341	0.00042107871946352166	0.0002829098772582638	0.0003173349550418876	0.00021980708509061975	0.00022190879875394703	0.0003139165836189133	0.00031736498202722434	0.0002311420962115911	0.0001771224248059956	0.00023449213156767274	0.00033000378643474956	0.00016683927580075553	0.000379392856586219	0.0004195804195804196	0.00028669995713304715	0.00045434713497134564	0.00044080610702576365	0.0003188037162122671	0.0005344686823387262	0.00026658209971578084	0.00021927306363131197	0.00011039650228553878	0.00017649697972485062	0.00017611218956997866	0.00023812358614120726	0.00028582769806162375
88	0.00016456229467689079	0.00024348478673235166	0.0001832492333882852	0.00025553028972515653	0.00029435596520391375	0.0003992602506076741	0.00041713453377887813	0.0002483622121861403	0.00035827526288447414	0.00014136511818064977	0.0002579771922364344	0.00034004771221175827	0.0002868869813327232	0.0003458860909878928	0.00027005033738288815	0.00022848116763015904	0.0001831725709088498	0.0002569470301361492	0.00021301482459854833	0.0002281060808320675	0.0002311420962115911	0.0002103328794571198	0.0002442626370496591	0.0002869598142910866	0.00019464582176754812	0.0003178696906533186	0.0002474448628294782	0.00023360737247877915	0.0003634777079770765	0.0003510122704094044	0.0002597659909877732	0.00038444238554189076	0.0002239289637612559	0.00021927306363131197	0.00013247580274264656	0.00016473051440986058	0.00018785300220797721	0.0001840045892909329	0.0003096466729000924
89	0.00012658638052068523	0.00013526932596241758	0.0001832492333882852	0.00020638984939339564	0.00018731743240249057	0.0002295746440994126	0.0003607650021871378	0.000156376207672755	0.00027865853779903544	0.00015314554469570392	0.0001289885961182172	0.00030487036267261086	0.00018360766805294282	0.00031580903959764126	0.00021861217788138565	0.00016501417662178155	0.0001831725709088498	0.00017519115691101085	0.00011211306557818333	0.0001289295239485599	0.0002110427834975397	0.00015498212170524613	0.0002442626370496591	0.0002869598142910866	0.00016683927580075553	0.00028710810768686843	0.00022592791823561055	0.00019113330475536478	0.0002596269342693404	0.0002693815098490778	0.0002361509008979756	0.00028129930649406645	0.00019193911179536219	0.0002654358138694829	0.0001435154529712004	0.00015296404909487054	0.00015263056429398148	0.00017318078992087802	0.00019055179870774915
90	0.00008861046636447966	0.00009468852817369231	0.00010307769378091044	0.00015724940906163478	0.00008027889960106738	0.0002295746440994126	0.00019165640741191698	0.00012878040631873942	0.00023885017525631608	0.0001649259712107581	0.00011823954644169909	0.00021106409723488443	0.00012623027178639817	0.00031580903959764126	0.0001414549386291319	0.00011424058381507952	0.00013432655199982317	0.00007007646276440434	0.00012332437213600166	0.00006942358981845532	0.0001507448453553855	0.00011070151550374724	0.00019541010963972726	0.00022956785143286924	0.00012512945685056666	0.0001743156368098844	0.00021516944593867672	0.00019113330475536478	0.0002206828941289393	0.0002612184337930451	0.0001180754504489878	0.00022503944519525312	0.00011729612387494357	0.00017311031339314103	0.0000993568520569849	0.0001176646531499004	0.0001056673137419872	0.00016235699055082314	0.00008336641193464025
91	0.00010126910441654818	0.00006763466298120879	0.00010307769378091044	0.00013759323292893044	0.00012041834940160107	0.0002595191628949882	0.00014656078213852474	0.000156376207672755	0.00017250290435178386	0.00010602383863548733	0.0000967414470886629	0.00014070939815658963	0.00011475479253308925	0.00021053935973176083	0.00011573585887838064	0.00016501417662178155	0.00009769203781805323	0.00008175587322513839	0.00011211306557818333	0.0000991765568835076	0.00010049656357025698	0.0001439119701548714	0.0001563280877117818	0.0001578278978600976	0.00006951636491698147	0.00014355405384343422	0.000193652501344809	0.00016989627089365758	0.00016875750727507124	0.00022040305351288183	0.00008265281531429147	0.00015002629679683542	0.00009596955589768109	0.0001038661880358846	0.0000993568520569849	0.00010589818783491037	0.00005870406318999288	0.00008659039496043901	0.00008336641193464025
92	0.00006329319026034262	0.00009468852817369231	0.00011453077086767826	0.00013759323292893044	0.00012041834940160107	0.00011977807518230223	0.00013528687582017667	0.00011958180586740088	0.0001592334501708774	0.00003534127954516244	0.00010749049676518098	0.00017588674769573705	0.00009180383402647141	0.00010526967986588041	0.00011573585887838064	0.00016501417662178155	0.0001221150472725665	0.00009343528368587244	0.00010090175902036501	0.00015868249101361217	0.00010049656357025698	0.00012177166705412196	0.0001367870767478091	0.00018652387928920627	0.00006951636491698147	0.00011279247087698401	0.0001828940290478752	0.000106185169308536	0.000051925386853868074	0.00015509844506462055	0.0001180754504489878	0.00014064965324703322	0.00013862269185220603	0.00006924412535725641	0.00008831720182843103	0.00008236525720493029	0.00008218568846599004	0.000054118996850274384	0.00008336641193464025
93	0.00006329319026034262	0.00008116159557745055	0.00010307769378091044	0.00009828088066352175	0.00013379816600177897	0.00009981506265191853	0.0001578346884568728	0.00011038320541606236	0.0001326945418090645	0.00004712170606021659	0.00011823954644169909	0.0001289836149768738	0.000057377396266544626	0.00018046230834150927	0.00007715723925225377	0.00007616038921005302	0.00004884601890902661	0.00007007646276440434	0.00007847914590472833	0.0001289295239485599	0.0001105462199272827	0.0001328418186044967	0.00011724606578383637	0.0001434799071455433	0.00013903272983396294	0.00010253860988816729	0.00012910166756320603	0.00006371110158512158	0.0000649067335673351	0.00010611998872842458	0.0001180754504489878	0.00010314307904782436	0.00009596955589768109	0.00008078481291679915	0.00003311895068566164	0.000047065861259960164	0.00008218568846599004	0.00006494279622032927	0.00008336641193464025
94	0.00007595182831241114	0.00006763466298120879	0.0001488900021279817	0.000049140440331760875	0.00012041834940160107	0.00010979656891711037	0.00011273906318348056	0.0000919860045133853	0.0000796167250854387	0.00007068255909032488	0.0000752433477356267	0.00007035469907829482	0.000057377396266544626	0.00018046230834150927	0.00007715723925225377	0.00003808019460502651	0.00004884601890902661	0.00007007646276440434	0.00006726783934691	0.00010909421257185839	0.00014069518899835978	0.0001439119701548714	0.00011724606578383637	0.00012913191643098895	0.00016683927580075553	0.00011279247087698401	0.0000968262506724045	0.00009556665237768239	0.00009086942699426913	0.00008979383661635926	0.0001298829954938866	0.0000656365048486155	0.00008530627190904987	0.0001038661880358846	0.000022079300457107758	0.00009413172251992033	0.00005870406318999288	0.00006494279622032927	0.000059547437096171606
95	0.00003797591415620557	0.00008116159557745055	0.00019470231047505302	0.000029484264199056524	0.00006689908300088948	0.00009981506265191853	0.00013528687582017667	0.00008278740406204677	0.00003980836254271935	0.00014136511818064977	0.0000752433477356267	0.0001289836149768738	0.00009180383402647141	0.00010526967986588041	0.00006429769937687814	0.00006346699100837752	0.00006105752363628325	0.0001051146941466065	0.000033633919673455	0.00011901186826020914	0.0001105462199272827	0.00009963136395337251	0.00017586909867575452	0.0001578278978600976	0.00013903272983396294	0.00012304633186580074	0.00007530930607853684	0.000106185169308536	0.0000649067335673351	0.00011428306478445725	0.00008265281531429147	0.0000656365048486155	0.00013862269185220603	0.00005770343779771367	0.000044158600914215516	0.00009413172251992033	0.00007044487582799146	0.00007576659559038413	0
96	0.00003797591415620557	0.000054107730384967034	0.00013743692504121388	0.000029484264199056524	0.0000535192664007116	0.0001497225939778778	0.00019165640741191698	0.00007358880361070824	0.00006634727090453225	0.00015314554469570392	0.00005374524838259049	0.00017588674769573705	0.00009180383402647141	0.00018046230834150927	0.0000900167791276294	0.00007616038921005302	0.00006105752363628325	0.0001284735150680746	0.000033633919673455	0.00011901186826020914	0.0001607945017124112	0.00011070151550374724	0.00022472162608568635	0.0001578278978600976	0.00009732291088377406	0.00012304633186580074	0.00007530930607853684	0.000106185169308536	0.0000649067335673351	0.00006530460844826128	0.00004723018017959512	0.00009376643549802214	0.00009596955589768109	0.000034622062678628206	0.00005519825114276939	0.00008236525720493029	0.00007044487582799146	0.00007576659559038413	0
97	0.00006329319026034262	0.000054107730384967034	0.00010307769378091044	0.00007862470453081739	0.00008027889960106738	0.0001297595814474941	0.00016910859477522086	0.00011958180586740088	0.0000796167250854387	0.00014136511818064977	0.0000322471490295543	0.00014070939815658963	0.00008032835477316249	0.00010526967986588041	0.0001285953987537563	0.00003808019460502651	0.00006105752363628325	0.0001284735150680746	0.000044845226231273334	0.0001289295239485599	0.00020099312714051397	0.0001439119701548714	0.0001563280877117818	0.0002008718700037606	0.00009732291088377406	0.00008203088791053383	0.00008606777837547069	0.00008494813544682879	0.00010385077370773615	0.00003265230422413064	0.00003542263513469634	0.00007501314839841771	0.000042653135954524934	0.00008078481291679915	0.000022079300457107758	0.00009413172251992033	0.00008218568846599004	0.00008659039496043901	0.00004763794967693729
98	0.00007595182831241114	0.00006763466298120879	0.00012598384795444606	0.00009828088066352175	0.00009365871620124529	0.00009981506265191853	0.00012401296950182862	0.000156376207672755	0.0001061556334472516	0.00012958469166559565	0.00010749049676518098	0.00008208048225801061	0.00006885287551985355	0.000030077051390251548	0.00010287631900300501	0.00003808019460502651	0.00003663451418176996	0.0001518323359895427	0.00008969045246254667	0.0001289295239485599	0.0001607945017124112	0.00012177166705412196	0.00009770505481986363	0.00012913191643098895	0.00013903272983396294	0.00008203088791053383	0.00006455083378160302	0.00007432961851597518	0.00009086942699426913	0.000040815380280163304	0.00008265281531429147	0.000037506574199208854	0.00006397970393178739	0.00013848825071451282	0.00003311895068566164	0.00008236525720493029	0.000046963250551994304	0.00008659039496043901	0.00008336641193464025
99	0.00005063455220827409	0.000027053865192483517	0.0000458123083470713	0.000049140440331760875	0.0000535192664007116	0.00007985205012153482	0.00006764343791008833	0.00007358880361070824	0.00009288617926634515	0.00005890213257527074	0.00008599239741214479	0.000023451566359431605	0.000057377396266544626	0.000030077051390251548	0.000038578619626126886	0.00003808019460502651	0.00003663451418176996	0.00009343528368587244	0.00010090175902036501	0.00007934124550680609	0.0000803972508562056	0.00005535075775187362	0.000048852527409931814	0.00004304397214366299	0.00009732291088377406	0.00006152316593290037	0.000021516944593867672	0.000053092584654268	0.000025962693426934037	0.00002448922816809798	0.00007084527026939268	0.000018753287099604427	0.00010663283988631233	0.00008078481291679915	0.00003311895068566164	0.000035299395944970125	0.000011740812637998576	0.000043295197480219505	0.00003572846225770297
100	0.000012658638052068523	0.000013526932596241759	0.000011453077086767825	0.000019656176132704348	0.0000133798166001779	0.000029944518795575557	0.000022547812636696114	0.00002759580135401559	0.00001326945418090645	0.000023560853030108296	0	0	0.000022950958506617852	0	0.000025719079750751253	0	0.000012211504727256653	0.00002335882092146811	0.000022422613115636667	0.000029752967065052284	0	0.000011070151550374725	0	0.000028695981429108655	0.000013903272983396293	0.00001025386098881673	0.000010758472296933836	0	0.000012981346713467018	0.00001632615211206532	0	0.000009376643549802214	0.00006397970393178739	0.00002308137511908547	0.000011039650228553879	0.000011766465314990041	0.000011740812637998576	0.000021647598740109753	0.000023818974838468644